N	device	speedup_migacz	speedup_gpu_conventional	speedup_gpu_multistep	slope_multistep_cpu	slope_multistep_gpu	slope_conventional_cpu	slope_conventional_gpu
25	cpu	1.011078772873636	0.42483744138159213	1.292325073486523	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
25	gpu	3.0756292223334176	0.42483744138159213	1.292325073486523	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
50	cpu	1.107902212850178	0.4477269744043443	1.3720107065126077	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
50	gpu	3.395046054175612	0.4477269744043443	1.3720107065126077	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
100	cpu	1.24557816645316	0.4806700482179701	1.3478618399781082	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
100	gpu	3.492764497177066	0.4806700482179701	1.3478618399781082	0.6390540273740799	0.608702222417871	0.7895141070606964	0.7004461119412864
